token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
14450,EMBDL-EQ,EMBDL,,-1,1,,NSE,1
14557,AROGRANITE-EQ,AROGRANITE,,-1,1,,NSE,1
14566,ZENITHSTL-BE,ZENITHSTL,,-1,1,,NSE,1
1467,AKZOINDIA-EQ,AKZOINDIA,,-1,1,,NSE,10
14667,KMSUGAR-EQ,KMSUGAR,,-1,1,,NSE,1
14771,TARMAT-EQ,TARMAT,,-1,1,,NSE,1
1491,IFCI-EQ,IFCI,,-1,1,,NSE,1
14912,KPRMILL-EQ,KPRMILL,,-1,1,,NSE,10
14937,CIEINDIA-EQ,CIEINDIA,,-1,1,,NSE,5
1507,MOGSEC-EQ,MOGSEC,,-1,1,,NSE,1
15209,PPAP-EQ,PPAP,,-1,1,,NSE,5
15342,SHALPAINTS-EQ,SHALPAINTS,,-1,1,,NSE,1
15356,GOLDETFADD-EQ,GOLDETFADD,,-1,1,,NSE,1
1547,RKEC-EQ,RKEC,,-1,1,,NSE,1
15419,DPSCLTD-EQ,DPSCLTD,,-1,1,,NSE,1
1576,GILLETTE-EQ,GILLETTE,,-1,1,,NSE,50
1614,FAIRCHEMOR-EQ,FAIRCHEMOR,,-1,1,,NSE,5
16123,BHARATWIRE-EQ,BHARATWIRE,,-1,1,,NSE,1
1633,IPCALAB-EQ,IPCALAB,,-1,1,,NSE,10
16355,PANACHE-BE,PANACHE,,-1,1,,NSE,5
1672,HGINFRA-EQ,HGINFRA,,-1,1,,NSE,5
16682,PTCIL-EQ,PTCIL,,-1,1,,NSE,100
16876,SPECTSTM-SM,SPECTSTM,,-1,800,,NSE,5
16900,DPWIRES-EQ,DPWIRES,,-1,1,,NSE,1
17,GATECHDVR-EQ,GATECHDVR,,-1,1,,NSE,1
17092,GREENCHEF-SM,GREENCHEF,,-1,800,,NSE,5
17187,CYIENTDLM-EQ,CYIENTDLM,,-1,1,,NSE,5
1726,JBCHEPHARM-EQ,JBCHEPHARM,,-1,1,,NSE,10
17263,ARMANFIN-EQ,ARMANFIN,,-1,1,,NSE,10
17372,DRONE-SM,DRONE,,-1,500,,NSE,5
17419,BANKETF-EQ,BANKETF,,-1,1,,NSE,1
17433,NETWEB-EQ,NETWEB,,-1,1,,NSE,10
17520,RTNPOWER-EQ,RTNPOWER,,-1,1,,NSE,1
17764,REFEX-EQ,REFEX,,-1,1,,NSE,5
17778,ATL-EQ,ATL,,-1,1,,NSE,1
17833,AHLUCONT-EQ,AHLUCONT,,-1,1,,NSE,5
17945,COHANCE-EQ,COHANCE,,-1,1,,NSE,5
17888,GATECH-EQ,GATECH,,-1,1,,NSE,1
1811,KAKATCEM-EQ,KAKATCEM,,-1,1,,NSE,1
18056,SSFL-SM,SSFL,,-1,500,,NSE,5
18118,THANGAMAYL-EQ,THANGAMAYL,,-1,1,,NSE,10
18220,KECL-EQ,KECL,,-1,1,,NSE,1
18226,MANINFRA-EQ,MANINFRA,,-1,1,,NSE,1
18232,LORDSCHLO-EQ,LORDSCHLO,,-1,1,,NSE,1
18250,PYRAMID-EQ,PYRAMID,,-1,1,,NSE,1
1838,KARURVYSYA-EQ,KARURVYSYA,,-1,1,,NSE,1
18260,CLSL-SM,CLSL,,-1,2000,,NSE,5
18279,HDFCLIQUID-EQ,HDFCLIQUID,,-1,1,,NSE,1
184,TCPLPACK-EQ,TCPLPACK,,-1,1,,NSE,10
18419,RISHABH-BE,RISHABH,,-1,1,,NSE,5
18422,ASIANHOTNR-EQ,ASIANHOTNR,,-1,1,,NSE,5
18520,CUPID-EQ,CUPID,,-1,1,,NSE,1
18457,POWERINDIA-EQ,POWERINDIA,,-1,1,,NSE,100
18479,ISFT-EQ,ISFT,,-1,1,,NSE,1
18564,LTTS-EQ,LTTS,,-1,1,,NSE,10
18783,IDFNIFTYET-EQ,IDFNIFTYET,,-1,1,,NSE,1
1901,CUMMINSIND-EQ,CUMMINSIND,,-1,1,,NSE,10
19015,MVGJL-EQ,MVGJL,,-1,1,,NSE,1
19237,MONIFTY500-EQ,MONIFTY500,,-1,1,,NSE,1
19299,ITDC-EQ,ITDC,,-1,1,,NSE,5
19525,IITL-EQ,IITL,,-1,1,,NSE,1
19543,HDFCGOLD-EQ,HDFCGOLD,,-1,1,,NSE,1
19585,BSE-EQ,BSE,,-1,1,,NSE,10
19705,LIQUIDSBI-EQ,LIQUIDSBI,,-1,1,,NSE,1
19731,GPPL-EQ,GPPL,,-1,1,,NSE,1
19761,ADFFOODS-EQ,ADFFOODS,,-1,1,,NSE,1
199,MASFIN-EQ,MASFIN,,-1,1,,NSE,5
19813,HONASA-EQ,HONASA,,-1,1,,NSE,5
20077,INTENTECH-BE,INTENTECH,,-1,1,,NSE,1
201,UNIDT-EQ,UNIDT,,-1,1,,NSE,1
20092,TASTYBITE-EQ,TASTYBITE,,-1,1,,NSE,50
2031,M&M-EQ,M&M,,-1,1,,NSE,10
20406,CBAZAAR-SM,CBAZAAR,,-1,8000,,NSE,5
20413,IOLCP-EQ,IOLCP,,-1,1,,NSE,1
20698,SCHAND-EQ,SCHAND,,-1,1,,NSE,1
20830,MOIL-EQ,MOIL,,-1,1,,NSE,5
20929,JALAN-SM,JALAN,,-1,3000,,NSE,5
21091,STARCEMENT-EQ,STARCEMENT,,-1,1,,NSE,5
21121,AKANKSHA-SM,AKANKSHA,,-1,1000,,NSE,5
21154,ERIS-EQ,ERIS,,-1,1,,NSE,10
21174,CDSL-EQ,CDSL,,-1,1,,NSE,10
21195,GTPL-EQ,GTPL,,-1,1,,NSE,1
2132,MDL-SM,MDL,,-1,1000,,NSE,5
21339,STEELXIND-EQ,STEELXIND,,-1,1,,NSE,1
21383,PALASHSECU-EQ,PALASHSECU,,-1,1,,NSE,1
21427,THEINVEST-EQ,THEINVEST,,-1,1,,NSE,1
21740,CHOLAHLDNG-EQ,CHOLAHLDNG,,-1,1,,NSE,10
21794,DAVANGERE-EQ,DAVANGERE,,-1,1,,NSE,1
21869,TIRUPATI-ST,TIRUPATI,,-1,125,,NSE,5
21957,INDTERRAIN-EQ,INDTERRAIN,,-1,1,,NSE,1
21986,BANKBETF-EQ,BANKBETF,,-1,1,,NSE,1
22277,WORTHPERI-EQ,WORTHPERI,,-1,1,,NSE,1
2241,MODTHREAD-EQ,MODTHREAD,,-1,1,,NSE,1
22571,BAWEJA-SM,BAWEJA,,-1,800,,NSE,5
22592,HEALTHADD-EQ,HEALTHADD,,-1,1,,NSE,1
22722,LICNMID100-EQ,LICNMID100,,-1,1,,NSE,1
22728,WTICAB-ST,WTICAB,,-1,500,,NSE,5
22930,PLATIND-EQ,PLATIND,,-1,1,,NSE,5
23043,RKSWAMY-EQ,RKSWAMY,,-1,1,,NSE,1
23159,AVPINFRA-SM,AVPINFRA,,-1,800,,NSE,5
23184,MOREALTY-EQ,MOREALTY,,-1,1,,NSE,1
2331,JAYNECOIND-EQ,JAYNECOIND,,-1,1,,NSE,1
18143,JIOFIN-EQ,JIOFIN,,-1,1,,NSE,5
23458,YASHOPTICS-ST,YASHOPTICS,,-1,800,,NSE,5
1826,KAMATHOTEL-EQ,KAMATHOTEL,,-1,1,,NSE,5
18571,GNA-EQ,GNA,,-1,1,,NSE,5
18614,SAMHI-EQ,SAMHI,,-1,1,,NSE,1
18721,NUVAMA-EQ,NUVAMA,,-1,1,,NSE,50
18751,KODYTECH-SM,KODYTECH,,-1,100,,NSE,5
1927,LIQUIDETF-EQ,LIQUIDETF,,-1,1,,NSE,1
19287,KONTOR-SM,KONTOR,,-1,600,,NSE,5
19352,PROLIFE-SM,PROLIFE,,-1,500,,NSE,5
19375,SPCENET-BE,SPCENET,,-1,1,,NSE,1
19492,PLADAINFO-SM,PLADAINFO,,-1,3000,,NSE,5
19501,TICL-EQ,TICL,,-1,1,,NSE,1
19681,RCDL-SM,RCDL,,-1,3000,,NSE,5
19913,DMART-EQ,DMART,,-1,1,,NSE,10
2004,AHLADA-EQ,AHLADA,,-1,1,,NSE,1
20188,WABAG-EQ,WABAG,,-1,1,,NSE,10
20303,GANDHAR-EQ,GANDHAR,,-1,1,,NSE,1
20374,COALINDIA-EQ,COALINDIA,,-1,1,,NSE,5
20429,NACLIND-BE,NACLIND,,-1,1,,NSE,1
20534,GRAVITA-EQ,GRAVITA,,-1,1,,NSE,10
20551,DOMS-EQ,DOMS,,-1,1,,NSE,10
20556,INDIASHLTR-EQ,INDIASHLTR,,-1,1,,NSE,5
206,ASHIMASYN-EQ,ASHIMASYN,,-1,1,,NSE,1
20877,PSPPROJECT-EQ,PSPPROJECT,,-1,1,,NSE,5
20899,EFORCE-SM,EFORCE,,-1,1200,,NSE,5
20936,KIRLOSENG-EQ,KIRLOSENG,,-1,1,,NSE,5
21334,JYOTICNC-EQ,JYOTICNC,,-1,1,,NSE,5
2142,MFSL-EQ,MFSL,,-1,1,,NSE,10
2144,BDL-EQ,BDL,,-1,1,,NSE,10
21469,OPTIEMUS-EQ,OPTIEMUS,,-1,1,,NSE,5
21508,COCHINSHIP-EQ,COCHINSHIP,,-1,1,,NSE,10
21691,MAXPOSURE-SM,MAXPOSURE,,-1,1000,,NSE,5
21723,LASA-BE,LASA,,-1,1,,NSE,1
2176,AKG-EQ,AKG,,-1,1,,NSE,1
220,IEX-EQ,IEX,,-1,1,,NSE,1
22524,NIF10GETF-EQ,NIF10GETF,,-1,1,,NSE,1
2259,MOREPENLAB-EQ,MOREPENLAB,,-1,1,,NSE,1
2263,BANDHANBNK-EQ,BANDHANBNK,,-1,1,,NSE,1
22649,PARKHOTELS-EQ,PARKHOTELS,,-1,1,,NSE,1
22663,JSFB-EQ,JSFB,,-1,1,,NSE,5
22846,GPTHEALTH-EQ,GPTHEALTH,,-1,1,,NSE,1
2307,MUNJALSHOW-EQ,MUNJALSHOW,,-1,1,,NSE,1
23127,SCILAL-EQ,SCILAL,,-1,1,,NSE,1
23224,ENFUSE-SM,ENFUSE,,-1,600,,NSE,5
23379,NAMAN-SM,NAMAN,,-1,800,,NSE,5
23480,SINCLAIR-EQ,SINCLAIR,,-1,1,,NSE,1
23689,SLONE-SM,SLONE,,-1,400,,NSE,5
23775,VERITAAS-SM,VERITAAS,,-1,1200,,NSE,5
23804,BSLGOLDETF-EQ,BSLGOLDETF,,-1,1,,NSE,1
23976,ZTECH-SM,ZTECH,,-1,300,,NSE,5
24108,GPECO-SM,GPECO,,-1,200,,NSE,5
24190,SYMPHONY-EQ,SYMPHONY,,-1,1,,NSE,5
2431,RAILTEL-EQ,RAILTEL,,-1,1,,NSE,5
24290,PCCL-SM,PCCL,,-1,400,,NSE,5
24308,ABDL-EQ,ABDL,,-1,1,,NSE,5
24321,VRAJ-EQ,VRAJ,,-1,1,,NSE,1
24366,SBISILVER-EQ,SBISILVER,,-1,1,,NSE,1
24524,SBINEQWETF-EQ,SBINEQWETF,,-1,1,,NSE,1
24528,KATARIA-SM,KATARIA,,-1,600,,NSE,5
24610,AVANTEL-EQ,AVANTEL,,-1,1,,NSE,1
24625,CHETANA-SM,CHETANA,,-1,1600,,NSE,5
24711,ASHALOG-SM,ASHALOG,,-1,1000,,NSE,5
24798,GROWWEV-EQ,GROWWEV,,-1,1,,NSE,1
24864,POSITRON-SM,POSITRON,,-1,300,,NSE,5
24872,SUNLITE-ST,SUNLITE,,-1,600,,NSE,5
2496,ORIENTPPR-EQ,ORIENTPPR,,-1,1,,NSE,1
24948,LTF-EQ,LTF,,-1,1,,NSE,5
25114,STYLEBAAZA-EQ,STYLEBAAZA,,-1,1,,NSE,5
25211,MYMUDRA-ST,MYMUDRA,,-1,1200,,NSE,5
25235,XTGLOBAL-EQ,XTGLOBAL,,-1,1,,NSE,1
25320,INNOMET-SM,INNOMET,,-1,600,,NSE,5
25358,PGEL-EQ,PGEL,,-1,1,,NSE,5
25386,OSELDEVICE-SM,OSELDEVICE,,-1,200,,NSE,5
25512,FLEXITUFF-EQ,FLEXITUFF,,-1,1,,NSE,1
25725,BANKPSU-EQ,BANKPSU,,-1,1,,NSE,1
25835,VINCOFE-EQ,VINCOFE,,-1,1,,NSE,1
25868,FRESHARA-SM,FRESHARA,,-1,600,,NSE,5
2708,PRAKASH-EQ,PRAKASH,,-1,1,,NSE,1
27067,VSSL-EQ,VSSL,,-1,1,,NSE,5
27097,NIVABUPA-EQ,NIVABUPA,,-1,1,,NSE,1
2839,MAHICKRA-SM,MAHICKRA,,-1,750,,NSE,5
28069,SFML-SM,SFML,,-1,1600,,NSE,5
28314,ANUHPHR-EQ,ANUHPHR,,-1,1,,NSE,1
2868,HITECH-EQ,HITECH,,-1,1,,NSE,1
29087,QUADFUTURE-EQ,QUADFUTURE,,-1,1,,NSE,5
29092,DELTIC-SM,DELTIC,,-1,1000,,NSE,5
29224,ONESOURCE-EQ,ONESOURCE,,-1,1,,NSE,10
2955,KALYANKJIL-EQ,KALYANKJIL,,-1,1,,NSE,5
29598,REPCOHOME-EQ,REPCOHOME,,-1,1,,NSE,5
29678,BAJAJINDEF-EQ,BAJAJINDEF,,-1,1,,NSE,5
29726,TEJASCARGO-ST,TEJASCARGO,,-1,400,,NSE,5
3009,KOHINOOR-EQ,KOHINOOR,,-1,1,,NSE,1
30089,ORIENTCEM-EQ,ORIENTCEM,,-1,1,,NSE,1
3018,SAURASHCEM-EQ,SAURASHCEM,,-1,1,,NSE,1
3024,JINDALSAW-EQ,JINDALSAW,,-1,1,,NSE,1
23459,K2INFRA-SM,K2INFRA,,-1,600,,NSE,5
23489,BHARTIHEXA-EQ,BHARTIHEXA,,-1,1,,NSE,10
30460,RAPIDFLEET-SM,RAPIDFLEET,,-1,600,,NSE,5
235,AAKASH-EQ,AAKASH,,-1,1,,NSE,1
2353,NURECA-BE,NURECA,,-1,1,,NSE,5
23793,QUESTLAB-SM,QUESTLAB,,-1,1200,,NSE,5
23806,ABSLPSE-EQ,ABSLPSE,,-1,1,,NSE,1
23909,VILAS-SM,VILAS,,-1,250,,NSE,5
2397,SANDHAR-EQ,SANDHAR,,-1,1,,NSE,5
23915,LIQUIDBETF-EQ,LIQUIDBETF,,-1,1,,NSE,1
24159,AFIL-EQ,AFIL,,-1,1,,NSE,1
24184,PIIND-EQ,PIIND,,-1,1,,NSE,10
24265,ESTER-EQ,ESTER,,-1,1,,NSE,1
24277,VISAMAN-ST,VISAMAN,,-1,1000,,NSE,5
24289,DPEL-ST,DPEL,,-1,500,,NSE,5
24478,SAHAJSOLAR-SM,SAHAJSOLAR,,-1,400,,NSE,5
24632,MIEL-ST,MIEL,,-1,2000,,NSE,5
24678,ESPRIT-SM,ESPRIT,,-1,1600,,NSE,5
2475,ONGC-EQ,ONGC,,-1,1,,NSE,5
24742,CEIGALL-EQ,CEIGALL,,-1,1,,NSE,5
24781,BSLNIFTY-EQ,BSLNIFTY,,-1,1,,NSE,1
24847,GSEC10ABSL-EQ,GSEC10ABSL,,-1,1,,NSE,1
24870,INVENTURE-EQ,INVENTURE,,-1,1,,NSE,1
24928,ELGIRUBCO-BE,ELGIRUBCO,,-1,1,,NSE,1
24957,QVCEL-SM,QVCEL,,-1,1600,,NSE,5
25060,ECOSMOBLTY-EQ,ECOSMOBLTY,,-1,1,,NSE,1
25069,PARAMATRIX-SM,PARAMATRIX,,-1,1200,,NSE,5
25136,BROOKS-EQ,BROOKS,,-1,1,,NSE,1
25157,RVTH-EQ,RVTH,,-1,1,,NSE,5
25203,BALAJEE-EQ,BALAJEE,,-1,1,,NSE,1
25244,GAJANAND-SM,GAJANAND,,-1,3000,,NSE,5
25312,PNGJL-EQ,PNGJL,,-1,1,,NSE,5
25340,VASWANI-EQ,VASWANI,,-1,1,,NSE,1
25496,ONELIFECAP-BE,ONELIFECAP,,-1,1,,NSE,1
2562,HUHTAMAKI-EQ,HUHTAMAKI,,-1,1,,NSE,1
25610,RAPPID-SM,RAPPID,,-1,600,,NSE,5
25690,DSSL-EQ,DSSL,,-1,1,,NSE,5
25818,PRANIK-SM,PRANIK,,-1,1600,,NSE,5
25892,DBEIL-EQ,DBEIL,,-1,1,,NSE,1
25898,PREMIUM-SM,PREMIUM,,-1,3000,,NSE,5
25941,GODAVARIB-EQ,GODAVARIB,,-1,1,,NSE,5
2616,SEAMECLTD-EQ,SEAMECLTD,,-1,1,,NSE,5
27052,SAGILITY-EQ,SAGILITY,,-1,1,,NSE,1
27084,KMEW-EQ,KMEW,,-1,1,,NSE,10
27161,CINELINE-EQ,CINELINE,,-1,1,,NSE,1
27334,SURAKSHA-EQ,SURAKSHA,,-1,1,,NSE,5
28687,MAMATA-EQ,MAMATA,,-1,1,,NSE,5
2885,RELIANCE-EQ,RELIANCE,,-1,1,,NSE,10
29192,KKJEWELS-SM,KKJEWELS,,-1,1000,,NSE,5
29487,NIBE-EQ,NIBE,,-1,1,,NSE,10
29527,GROWWRAIL-EQ,GROWWRAIL,,-1,1,,NSE,1
29595,ELGNZ-SM,ELGNZ,,-1,1000,,NSE,5
29661,VOLERCAR-ST,VOLERCAR,,-1,800,,NSE,5
29666,HEXT-EQ,HEXT,,-1,1,,NSE,5
2970,SURYODAY-EQ,SURYODAY,,-1,1,,NSE,1
29727,ROYALARC-SM,ROYALARC,,-1,1200,,NSE,5
30155,AXISVALUE-EQ,AXISVALUE,,-1,1,,NSE,1
3099,SHREDIGCEM-EQ,SHREDIGCEM,,-1,1,,NSE,1
31181,MCX-EQ,MCX,,-1,1,,NSE,50
3292,DEEPINDS-EQ,DEEPINDS,,-1,1,,NSE,5
3291,STARPAPER-EQ,STARPAPER,,-1,1,,NSE,1
34,ADOR-EQ,ADOR,,-1,1,,NSE,10
3351,SUNPHARMA-EQ,SUNPHARMA,,-1,1,,NSE,10
341,BALRAMCHIN-EQ,BALRAMCHIN,,-1,1,,NSE,5
3481,THOMASCOOK-EQ,THOMASCOOK,,-1,1,,NSE,1
3435,BBOX-EQ,BBOX,,-1,1,,NSE,5
3507,MAFANG-EQ,MAFANG,,-1,1,,NSE,1
359,ROML-EQ,ROML,,-1,1,,NSE,1
3727,ANMOL-EQ,ANMOL,,-1,1,,NSE,1
381,SINTERCOM-EQ,SINTERCOM,,-1,1,,NSE,1
3766,WHEELS-EQ,WHEELS,,-1,1,,NSE,5
3827,ZUARIIND-EQ,ZUARIIND,,-1,1,,NSE,5
3963,GOCLCORP-EQ,GOCLCORP,,-1,1,,NSE,5
3965,REMSONSIND-EQ,REMSONSIND,,-1,1,,NSE,1
4060,ALPSINDUS-EQ,ALPSINDUS,,-1,1,,NSE,1
4067,MARICO-EQ,MARICO,,-1,1,,NSE,5
4279,DENORA-EQ,DENORA,,-1,1,,NSE,5
4130,REGENCERAM-EQ,REGENCERAM,,-1,1,,NSE,1
4157,KEYFINSERV-EQ,KEYFINSERV,,-1,1,,NSE,5
445,5PAISA-EQ,5PAISA,,-1,1,,NSE,5
4410,JAGSNPHARM-EQ,JAGSNPHARM,,-1,1,,NSE,1
4469,ELECTHERM-EQ,ELECTHERM,,-1,1,,NSE,5
4481,AARTIDRUGS-EQ,AARTIDRUGS,,-1,1,,NSE,5
4491,JCHAC-EQ,JCHAC,,-1,1,,NSE,10
4717,GAIL-EQ,GAIL,,-1,1,,NSE,1
495,BLUEDART-EQ,BLUEDART,,-1,1,,NSE,50
4911,MADRASFERT-EQ,MADRASFERT,,-1,1,,NSE,1
5049,CLEAN-EQ,CLEAN,,-1,1,,NSE,10
5054,GRINFRA-EQ,GRINFRA,,-1,1,,NSE,10
5186,STYLAMIND-EQ,STYLAMIND,,-1,1,,NSE,10
5265,ALIVUS-EQ,ALIVUS,,-1,1,,NSE,5
530,BPL-EQ,BPL,,-1,1,,NSE,1
5373,DEVYANI-EQ,DEVYANI,,-1,1,,NSE,1
547,BRITANNIA-EQ,BRITANNIA,,-1,1,,NSE,50
5585,VIJAYA-EQ,VIJAYA,,-1,1,,NSE,5
5938,MONTECARLO-EQ,MONTECARLO,,-1,1,,NSE,5
5688,ARCHIES-EQ,ARCHIES,,-1,1,,NSE,1
5976,MAHSCOOTER-BE,MAHSCOOTER,,-1,1,,NSE,100
3078,SHANTIGEAR-EQ,SHANTIGEAR,,-1,1,,NSE,5
3129,TRANSWORLD-EQ,TRANSWORLD,,-1,1,,NSE,1
30835,PILITA-EQ,PILITA,,-1,1,,NSE,1
31413,MTEDUCARE-BE,MTEDUCARE,,-1,1,,NSE,1
31415,NBCC-EQ,NBCC,,-1,1,,NSE,1
31475,ORBTEXP-EQ,ORBTEXP,,-1,1,,NSE,1
31507,JPOLYINVST-EQ,JPOLYINVST,,-1,1,,NSE,5
3324,SUBROS-EQ,SUBROS,,-1,1,,NSE,10
3405,TATACHEM-EQ,TATACHEM,,-1,1,,NSE,5
3411,TATAELXSI-EQ,TATAELXSI,,-1,1,,NSE,50
3417,HONAUT-EQ,HONAUT,,-1,1,,NSE,500
3426,TATAPOWER-EQ,TATAPOWER,,-1,1,,NSE,5
3506,TITAN-EQ,TITAN,,-1,1,,NSE,10
3694,VINDHYATEL-EQ,VINDHYATEL,,-1,1,,NSE,10
3718,VOLTAS-EQ,VOLTAS,,-1,1,,NSE,10
3736,WALCHANNAG-EQ,WALCHANNAG,,-1,1,,NSE,1
3757,VENKEYS-EQ,VENKEYS,,-1,1,,NSE,10
3807,VINEETLAB-EQ,VINEETLAB,,-1,1,,NSE,1
3950,JAKHARIA-ST,JAKHARIA,,-1,2400,,NSE,5
4184,SANGAMIND-EQ,SANGAMIND,,-1,1,,NSE,5
4344,PUNJABCHEM-EQ,PUNJABCHEM,,-1,1,,NSE,10
4378,SENSEXIETF-EQ,SENSEXIETF,,-1,1,,NSE,1
4422,INDIANCARD-EQ,INDIANCARD,,-1,1,,NSE,5
4568,ATLASCYCLE-EQ,ATLASCYCLE,,-1,1,,NSE,1
4594,KOTHARIPET-EQ,KOTHARIPET,,-1,1,,NSE,1
4684,SONACOMS-EQ,SONACOMS,,-1,1,,NSE,5
474,3MINDIA-EQ,3MINDIA,,-1,1,,NSE,500
4775,DCMFINSERV-EQ,DCMFINSERV,,-1,1,,NSE,1
4898,FDC-EQ,FDC,,-1,1,,NSE,5
4986,IRCON-EQ,IRCON,,-1,1,,NSE,1
5013,WALPAR-SM,WALPAR,,-1,2000,,NSE,5
5385,AAVAS-EQ,AAVAS,,-1,1,,NSE,10
5394,MOL-EQ,MOL,,-1,1,,NSE,1
5401,NGIL-EQ,NGIL,,-1,1,,NSE,1
5435,APTUS-EQ,APTUS,,-1,1,,NSE,5
583,CANFINHOME-EQ,CANFINHOME,,-1,1,,NSE,5
5870,QUADPRO-SM,QUADPRO,,-1,12000,,NSE,5
6045,PASUPTAC-EQ,PASUPTAC,,-1,1,,NSE,1
6054,CYBERTECH-BE,CYBERTECH,,-1,1,,NSE,1
6125,GOODLUCK-EQ,GOODLUCK,,-1,1,,NSE,10
6164,BHAGCHEM-EQ,BHAGCHEM,,-1,1,,NSE,1
6226,SIKKO-BE,SIKKO,,-1,1,,NSE,1
6297,HEALTHY-EQ,HEALTHY,,-1,1,,NSE,1
634,IGARASHI-EQ,IGARASHI,,-1,1,,NSE,5
18252,SPAL-EQ,SPAL,,-1,1,,NSE,5
18264,SEL-SM,SEL,,-1,200,,NSE,5
18347,NIFMID150-EQ,NIFMID150,,-1,1,,NSE,1
18431,BIGBLOC-EQ,BIGBLOC,,-1,1,,NSE,1
1859,KESORAMIND-EQ,KESORAMIND,,-1,1,,NSE,1
18543,DIACABS-EQ,DIACABS,,-1,1,,NSE,1
18581,KIRLOSBROS-EQ,KIRLOSBROS,,-1,1,,NSE,10
18659,MARATHON-EQ,MARATHON,,-1,1,,NSE,5
18728,MADHUSUDAN-SM,MADHUSUDAN,,-1,1000,,NSE,5
18743,SIGNATURE-EQ,SIGNATURE,,-1,1,,NSE,10
18762,AURDIS-SM,AURDIS,,-1,625,,NSE,5
1879,CARYSIL-EQ,CARYSIL,,-1,1,,NSE,5
18773,MARCO-SM,MARCO,,-1,1500,,NSE,5
18815,GICL-SM,GICL,,-1,3000,,NSE,5
18840,NIRAJISPAT-EQ,NIRAJISPAT,,-1,1,,NSE,1
18908,PNBHOUSING-EQ,PNBHOUSING,,-1,1,,NSE,5
19,STYRENIX-EQ,STYRENIX,,-1,1,,NSE,10
19036,PODDARMENT-EQ,PODDARMENT,,-1,1,,NSE,5
19196,TI-EQ,TI,,-1,1,,NSE,5
1922,KOTAKBANK-EQ,KOTAKBANK,,-1,1,,NSE,10
19386,OLIL-SM,OLIL,,-1,400,,NSE,5
19440,SICALLOG-BE,SICALLOG,,-1,1,,NSE,1
19458,PLAZACABLE-EQ,PLAZACABLE,,-1,1,,NSE,1
19516,COMMITTED-ST,COMMITTED,,-1,800,,NSE,5
19631,PRICOLLTD-EQ,PRICOLLTD,,-1,1,,NSE,5
19686,BLUEJET-EQ,BLUEJET,,-1,1,,NSE,5
19695,JITFINFRA-BE,JITFINFRA,,-1,1,,NSE,5
19863,SARTELE-SM,SARTELE,,-1,500,,NSE,5
20063,SASTASUNDR-EQ,SASTASUNDR,,-1,1,,NSE,5
20086,CPCAP-EQ,CPCAP,,-1,1,,NSE,1
20196,BEDMUTHA-EQ,BEDMUTHA,,-1,1,,NSE,1
2029,IRFC-EQ,IRFC,,-1,1,,NSE,1
20321,SHANKARA-EQ,SHANKARA,,-1,1,,NSE,1
2049,CHENNPETRO-EQ,CHENNPETRO,,-1,1,,NSE,5
20503,ASLIND-ST,ASLIND,,-1,2000,,NSE,5
20527,PRUDMOULI-EQ,PRUDMOULI,,-1,1,,NSE,1
20531,BAJEL-EQ,BAJEL,,-1,1,,NSE,1
20542,SJLOGISTIC-SM,SJLOGISTIC,,-1,250,,NSE,5
20878,MUFTI-EQ,MUFTI,,-1,1,,NSE,1
21062,INNOVACAP-EQ,INNOVACAP,,-1,1,,NSE,5
21077,SURANASOL-EQ,SURANASOL,,-1,1,,NSE,1
21095,SHEKHAWATI-EQ,SHEKHAWATI,,-1,1,,NSE,1
21254,LOWVOLIETF-EQ,LOWVOLIETF,,-1,1,,NSE,1
21392,MAGADSUGAR-EQ,MAGADSUGAR,,-1,1,,NSE,5
21401,TATAGOLD-EQ,TATAGOLD,,-1,1,,NSE,1
21551,SMSLIFE-EQ,SMSLIFE,,-1,1,,NSE,10
21726,MATRIMONY-EQ,MATRIMONY,,-1,1,,NSE,5
21749,CAPACITE-EQ,CAPACITE,,-1,1,,NSE,5
21792,MPTODAY-SM,MPTODAY,,-1,2000,,NSE,5
2188,GENCON-EQ,GENCON,,-1,1,,NSE,1
21828,TEXRAIL-EQ,TEXRAIL,,-1,1,,NSE,1
21959,NIFTYBETF-EQ,NIFTYBETF,,-1,1,,NSE,1
22282,TIRUPATIFL-EQ,TIRUPATIFL,,-1,1,,NSE,1
22362,MCL-BE,MCL,,-1,1,,NSE,1
22472,KONSTELEC-SM,KONSTELEC,,-1,1000,,NSE,5
22521,NIF5GETF-EQ,NIF5GETF,,-1,1,,NSE,1
22527,DELAPLEX-SM,DELAPLEX,,-1,600,,NSE,5
22566,BLSE-EQ,BLSE,,-1,1,,NSE,1
22645,ITALIANE-SM,ITALIANE,,-1,2000,,NSE,5
22688,ALPEXSOLAR-SM,ALPEXSOLAR,,-1,100,,NSE,5
2275,IRISDOREME-EQ,IRISDOREME,,-1,1,,NSE,1
22764,ESCONET-SM,ESCONET,,-1,400,,NSE,5
22777,TCL-SM,TCL,,-1,800,,NSE,5
2283,MRPL-EQ,MRPL,,-1,1,,NSE,1
22799,DEEM-SM,DEEM,,-1,1000,,NSE,5
23030,LANCORHOL-BE,LANCORHOL,,-1,1,,NSE,1
23056,JGCHEM-EQ,JGCHEM,,-1,1,,NSE,5
23396,ASPIRE-SM,ASPIRE,,-1,2000,,NSE,5
23407,LIQUIDADD-EQ,LIQUIDADD,,-1,1,,NSE,1
