token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
23410,BLUEPEBBLE-SM,BLUEPEBBLE,,-1,400,,NSE,5
23474,ALUWIND-SM,ALUWIND,,-1,1500,,NSE,5
23512,TARACHAND-EQ,TARACHAND,,-1,1,,NSE,1
23650,MUTHOOTFIN-EQ,MUTHOOTFIN,,-1,1,,NSE,10
2365,GIRIRAJ-SM,GIRIRAJ,,-1,250,,NSE,5
23647,FILATFASH-EQ,FILATFASH,,-1,1,,NSE,1
23693,INDGN-EQ,INDGN,,-1,1,,NSE,5
23984,AIMTRON-SM,AIMTRON,,-1,200,,NSE,5
24077,MID150CASE-EQ,MID150CASE,,-1,1,,NSE,1
24278,MASON-SM,MASON,,-1,500,,NSE,5
24439,GGBL-SM,GGBL,,-1,300,,NSE,5
24532,FILATEX-EQ,FILATEX,,-1,1,,NSE,1
2454,CENTRUM-EQ,CENTRUM,,-1,1,,NSE,1
24538,MAITHANALL-EQ,MAITHANALL,,-1,1,,NSE,10
24582,SANSTAR-EQ,SANSTAR,,-1,1,,NSE,1
24642,TROM-SM,TROM,,-1,600,,NSE,5
24730,RUBFILA-EQ,RUBFILA,,-1,1,,NSE,1
24851,SUYOG-EQ,SUYOG,,-1,1,,NSE,5
24909,INTERARCH-EQ,INTERARCH,,-1,1,,NSE,10
25054,VDEAL-SM,VDEAL,,-1,600,,NSE,5
25088,ASAHISONG-EQ,ASAHISONG,,-1,1,,NSE,5
25162,EUREKAFORB-EQ,EUREKAFORB,,-1,1,,NSE,5
25468,PAISALO-EQ,PAISALO,,-1,1,,NSE,1
25513,PHOGLOBAL-SM,PHOGLOBAL,,-1,2000,,NSE,5
25780,APLAPOLLO-EQ,APLAPOLLO,,-1,1,,NSE,10
25844,HYUNDAI-EQ,HYUNDAI,,-1,1,,NSE,10
25935,UHTL-SM,UHTL,,-1,2000,,NSE,5
2598,AMJLAND-EQ,AMJLAND,,-1,1,,NSE,1
25977,AFCONS-EQ,AFCONS,,-1,1,,NSE,5
25984,AVL-EQ,AVL,,-1,1,,NSE,5
2664,PIDILITIND-EQ,PIDILITIND,,-1,1,,NSE,10
2711,PRECOT-EQ,PRECOT,,-1,1,,NSE,5
27171,RACLGEAR-EQ,RACLGEAR,,-1,1,,NSE,10
27353,ROSSTECH-EQ,ROSSTECH,,-1,1,,NSE,5
2809,RAJSREESUG-EQ,RAJSREESUG,,-1,1,,NSE,1
2814,ARVEE-EQ,ARVEE,,-1,1,,NSE,1
28044,PURPLEUTED-ST,PURPLEUTED,,-1,250,,NSE,5
2816,RALLIS-EQ,RALLIS,,-1,1,,NSE,5
29075,SGLTL-EQ,SGLTL,,-1,1,,NSE,1
29098,DDEVPLSTIK-EQ,DDEVPLSTIK,,-1,1,,NSE,5
29553,NIFTYIETF-EQ,NIFTYIETF,,-1,1,,NSE,1
29624,AJAXENGG-EQ,AJAXENGG,,-1,1,,NSE,5
29633,CHANDAN-SM,CHANDAN,,-1,800,,NSE,5
29877,VIVIDHA-EQ,VIVIDHA,,-1,1,,NSE,1
2997,SANGHIIND-EQ,SANGHIIND,,-1,1,,NSE,1
3021,SOTL-EQ,SOTL,,-1,1,,NSE,5
30191,CURAA-BE,CURAA,,-1,1,,NSE,1
31163,RHIM-EQ,RHIM,,-1,1,,NSE,5
31234,SCHNEIDER-EQ,SCHNEIDER,,-1,1,,NSE,5
3275,TEMBO-EQ,TEMBO,,-1,1,,NSE,5
3329,ISGEC-EQ,ISGEC,,-1,1,,NSE,5
3339,SUNDARMFIN-EQ,SUNDARMFIN,,-1,1,,NSE,10
335,BALKRISIND-EQ,BALKRISIND,,-1,1,,NSE,10
3484,TIL-EQ,TIL,,-1,1,,NSE,5
3672,SOLARA-EQ,SOLARA,,-1,1,,NSE,5
3834,BHARATRAS-EQ,BHARATRAS,,-1,1,,NSE,100
4,21STCENMGM-EQ,21STCENMGM,,-1,1,,NSE,1
3918,NATCOPHARM-EQ,NATCOPHARM,,-1,1,,NSE,5
3987,GREENPLY-EQ,GREENPLY,,-1,1,,NSE,5
419,BEPL-EQ,BEPL,,-1,1,,NSE,1
4083,AMBANIORGO-SM,AMBANIORGO,,-1,1000,,NSE,5
4204,MOTHERSON-EQ,MOTHERSON,,-1,1,,NSE,1
4244,HDFCAMC-EQ,HDFCAMC,,-1,1,,NSE,50
436,IFGLEXPOR-EQ,IFGLEXPOR,,-1,1,,NSE,1
4529,NEXT50IETF-EQ,NEXT50IETF,,-1,1,,NSE,1
4566,RUCHINFRA-EQ,RUCHINFRA,,-1,1,,NSE,1
477,BIRLACABLE-EQ,BIRLACABLE,,-1,1,,NSE,1
482,AISL-SM,AISL,,-1,600,,NSE,5
4791,RELINFRA-BE,RELINFRA,,-1,1,,NSE,1
4809,KCPSUGIND-EQ,KCPSUGIND,,-1,1,,NSE,1
4838,LIQUIDIETF-EQ,LIQUIDIETF,,-1,1,,NSE,1
5097,ETERNAL-EQ,ETERNAL,,-1,1,,NSE,5
513,BOMDYEING-EQ,BOMDYEING,,-1,1,,NSE,1
5168,SBIETFCON-EQ,SBIETFCON,,-1,1,,NSE,1
5264,PDSL-EQ,PDSL,,-1,1,,NSE,5
5366,WINDLAS-EQ,WINDLAS,,-1,1,,NSE,5
5407,CARTRADE-EQ,CARTRADE,,-1,1,,NSE,10
5507,SERVOTECH-EQ,SERVOTECH,,-1,1,,NSE,1
559,BSL-EQ,BSL,,-1,1,,NSE,1
578,LIKHITHA-EQ,LIKHITHA,,-1,1,,NSE,1
5606,INTLCONV-EQ,INTLCONV,,-1,1,,NSE,1
5957,BSLSENETFG-EQ,BSLSENETFG,,-1,1,,NSE,1
6227,DTIL-EQ,DTIL,,-1,1,,NSE,1
6248,PREMIER-BE,PREMIER,,-1,1,,NSE,1
6278,MEDICAMEQ-EQ,MEDICAMEQ,,-1,1,,NSE,5
6286,GULPOLY-EQ,GULPOLY,,-1,1,,NSE,1
18292,IVZINGOLD-EQ,IVZINGOLD,,-1,1,,NSE,5
18341,VPRPL-EQ,VPRPL,,-1,1,,NSE,1
18391,RBLBANK-EQ,RBLBANK,,-1,1,,NSE,5
18649,HOLMARC-SM,HOLMARC,,-1,750,,NSE,5
18700,JETKNIT-ST,JETKNIT,,-1,750,,NSE,5
18889,KSL-EQ,KSL,,-1,1,,NSE,5
18921,VBL-EQ,VBL,,-1,1,,NSE,5
18948,KINGFA-BE,KINGFA,,-1,1,,NSE,10
19138,DIGIKORE-SM,DIGIKORE,,-1,400,,NSE,5
1923,WEALTH-EQ,WEALTH,,-1,1,,NSE,10
19265,BLISSGVS-EQ,BLISSGVS,,-1,1,,NSE,1
19296,TERASOFT-BE,TERASOFT,,-1,1,,NSE,5
19322,HISARMETAL-EQ,HISARMETAL,,-1,1,,NSE,1
19465,KARNIKA-SM,KARNIKA,,-1,1000,,NSE,5
19479,SCML-ST,SCML,,-1,1000,,NSE,5
19496,SECMARK-EQ,SECMARK,,-1,1,,NSE,1
19640,ALPHAETF-EQ,ALPHAETF,,-1,1,,NSE,1
19679,GOLDIETF-EQ,GOLDIETF,,-1,1,,NSE,1
19809,MAITREYA-SM,MAITREYA,,-1,400,,NSE,5
20110,GREENPOWER-EQ,GREENPOWER,,-1,1,,NSE,1
20160,CANTABIL-EQ,CANTABIL,,-1,1,,NSE,5
20224,JWL-EQ,JWL,,-1,1,,NSE,5
20323,RESPONIND-EQ,RESPONIND,,-1,1,,NSE,1
20410,MARINETRAN-SM,MARINETRAN,,-1,4000,,NSE,5
20603,SHREEOSFM-SM,SHREEOSFM,,-1,1000,,NSE,5
20607,INOXINDIA-EQ,INOXINDIA,,-1,1,,NSE,10
20852,ZEELEARN-EQ,ZEELEARN,,-1,1,,NSE,1
20874,RBZJEWEL-EQ,RBZJEWEL,,-1,1,,NSE,1
21001,PSB-EQ,PSB,,-1,1,,NSE,1
21119,KICL-EQ,KICL,,-1,1,,NSE,50
21131,TEJASNET-EQ,TEJASNET,,-1,1,,NSE,5
21275,SUMMITSEC-EQ,SUMMITSEC,,-1,1,,NSE,10
21399,GANGESSECU-EQ,GANGESSECU,,-1,1,,NSE,1
21451,APS-SM,APS,,-1,250,,NSE,5
21501,SIS-EQ,SIS,,-1,1,,NSE,5
21594,COMSYN-BE,COMSYN,,-1,1,,NSE,1
21614,ABCAPITAL-EQ,ABCAPITAL,,-1,1,,NSE,5
21690,DIXON-EQ,DIXON,,-1,1,,NSE,100
2229,MODIRUBBER-EQ,MODIRUBBER,,-1,1,,NSE,1
22239,EBBETF0431-EQ,EBBETF0431,,-1,1,,NSE,1
22347,MACPOWER-EQ,MACPOWER,,-1,1,,NSE,5
22415,LOVABLE-EQ,LOVABLE,,-1,1,,NSE,1
22520,FONEBOX-ST,FONEBOX,,-1,1000,,NSE,5
22602,PFS-EQ,PFS,,-1,1,,NSE,1
22785,ATMASTCO-SM,ATMASTCO,,-1,400,,NSE,5
22803,ZENITHDRUG-SM,ZENITHDRUG,,-1,800,,NSE,5
22911,OWAIS-SM,OWAIS,,-1,100,,NSE,5
23018,VR-SM,VR,,-1,400,,NSE,5
2313,MURUDCERA-EQ,MURUDCERA,,-1,1,,NSE,1
23113,PRATHAM-SM,PRATHAM,,-1,400,,NSE,5
2320,SMCGLOBAL-EQ,SMCGLOBAL,,-1,1,,NSE,1
23562,BIRDYS-ST,BIRDYS,,-1,1200,,NSE,5
23565,RBS-SM,RBS,,-1,800,,NSE,5
2406,NEULANDLAB-EQ,NEULANDLAB,,-1,1,,NSE,100
24117,BBNPNBETF-EQ,BBNPNBETF,,-1,1,,NSE,1
24150,FALCONTECH-SM,FALCONTECH,,-1,1200,,NSE,5
24164,DURLAX-SM,DURLAX,,-1,2000,,NSE,5
24225,RELAXO-EQ,RELAXO,,-1,1,,NSE,5
24307,AKIKO-ST,AKIKO,,-1,800,,NSE,5
24404,ABGSEC-EQ,ABGSEC,,-1,1,,NSE,1
24435,EFFWA-SM,EFFWA,,-1,400,,NSE,5
245,ADL-EQ,ADL,,-1,1,,NSE,1
24461,EVINDIA-EQ,EVINDIA,,-1,1,,NSE,1
24533,OILIETF-EQ,OILIETF,,-1,1,,NSE,1
24589,RNFI-SM,RNFI,,-1,600,,NSE,5
24606,VLINFRA-SM,VLINFRA,,-1,1500,,NSE,5
24697,SSEGL-SM,SSEGL,,-1,200,,NSE,5
24715,AKUMS-EQ,AKUMS,,-1,1,,NSE,5
24750,DHARIWAL-ST,DHARIWAL,,-1,600,,NSE,5
24785,PPSL-SM,PPSL,,-1,3000,,NSE,5
2493,ORIENTHOT-EQ,ORIENTHOT,,-1,1,,NSE,1
24914,FORCAS-SM,FORCAS,,-1,1600,,NSE,5
2531,CONTI-SM,CONTI,,-1,3333,,NSE,5
25252,KROSS-EQ,KROSS,,-1,1,,NSE,1
25398,ARKADE-EQ,ARKADE,,-1,1,,NSE,1
25574,SHAKTIPUMP-EQ,SHAKTIPUMP,,-1,1,,NSE,5
25643,KRN-EQ,KRN,,-1,1,,NSE,5
25684,JISLDVREQS-EQ,JISLDVREQS,,-1,1,,NSE,1
25708,HVAX-SM,HVAX,,-1,150,,NSE,5
25756,VIKASECO-EQ,VIKASECO,,-1,1,,NSE,1
25855,AFFORDABLE-EQ,AFFORDABLE,,-1,1,,NSE,5
25927,DANISH-SM,DANISH,,-1,150,,NSE,5
25952,USHAFIN-SM,USHAFIN,,-1,1600,,NSE,5
2599,PARTYCRUS-SM,PARTYCRUS,,-1,1000,,NSE,5
2649,PCBL-EQ,PCBL,,-1,1,,NSE,5
27136,ONYX-SM,ONYX,,-1,2000,,NSE,5
27269,RAJPUTANA-SM,RAJPUTANA,,-1,500,,NSE,5
27339,GANESHIN-SM,GANESHIN,,-1,800,,NSE,5
27575,ODIGMA-BE,ODIGMA,,-1,1,,NSE,1
27723,DHANLAXMI-SM,DHANLAXMI,,-1,2000,,NSE,5
28046,MOBIKWIK-EQ,MOBIKWIK,,-1,1,,NSE,5
2829,ANURAS-EQ,ANURAS,,-1,1,,NSE,10
28764,CEWATER-EQ,CEWATER,,-1,1,,NSE,5
28805,SANATHAN-EQ,SANATHAN,,-1,1,,NSE,5
28888,SENORES-EQ,SENORES,,-1,1,,NSE,5
28952,DUCON-EQ,DUCON,,-1,1,,NSE,1
28969,CONSUMER-EQ,CONSUMER,,-1,1,,NSE,1
29124,PCJEWELLER-EQ,PCJEWELLER,,-1,1,,NSE,1
29229,EMAPARTNER-SM,EMAPARTNER,,-1,1000,,NSE,5
29270,REXPRO-SM,REXPRO,,-1,1000,,NSE,5
29588,NATCAPSUQ-BE,NATCAPSUQ,,-1,1,,NSE,1
29665,PSRAJ-ST,PSRAJ,,-1,1000,,NSE,5
2987,NAZARA-EQ,NAZARA,,-1,1,,NSE,5
2998,SUVIDHAA-EQ,SUVIDHAA,,-1,1,,NSE,1
3002,WONDERLA-EQ,WONDERLA,,-1,1,,NSE,5
30121,EQUAL200-EQ,EQUAL200,,-1,1,,NSE,1
30134,PRABHA-EQ,PRABHA,,-1,1,,NSE,1
30262,DIVINEHIRA-ST,DIVINEHIRA,,-1,1600,,NSE,5
30290,SBIBPB-EQ,SBIBPB,,-1,1,,NSE,1
3048,SCI-EQ,SCI,,-1,1,,NSE,5
30472,AONELIQUID-EQ,AONELIQUID,,-1,1,,NSE,1
312,TIINDIA-EQ,TIINDIA,,-1,1,,NSE,10
3127,UFBL-EQ,UFBL,,-1,1,,NSE,1
3126,SHREYANIND-EQ,SHREYANIND,,-1,1,,NSE,1
3148,SIDDHIKA-SM,SIDDHIKA,,-1,1000,,NSE,5
3150,SIEMENS-EQ,SIEMENS,,-1,1,,NSE,10
317,BAJFINANCE-EQ,BAJFINANCE,,-1,1,,NSE,10
324,ANGELONE-EQ,ANGELONE,,-1,1,,NSE,10
3237,JTEKTINDIA-EQ,JTEKTINDIA,,-1,1,,NSE,1
3273,SRF-EQ,SRF,,-1,1,,NSE,10
3321,SPMLINFRA-EQ,SPMLINFRA,,-1,1,,NSE,1
3327,SUDARSCHEM-EQ,SUDARSCHEM,,-1,1,,NSE,10
3345,SUNDRMFAST-EQ,SUNDRMFAST,,-1,1,,NSE,5
347,BANARBEADS-EQ,BANARBEADS,,-1,1,,NSE,1
3496,TIRUMALCHM-EQ,TIRUMALCHM,,-1,1,,NSE,5
3509,TNPETRO-EQ,TNPETRO,,-1,1,,NSE,1
3530,AXISBPSETF-EQ,AXISBPSETF,,-1,1,,NSE,1
3594,UNITECH-EQ,UNITECH,,-1,1,,NSE,1
371,BATAINDIA-EQ,BATAINDIA,,-1,1,,NSE,10
3608,AXISHCETF-EQ,AXISHCETF,,-1,1,,NSE,1
3715,VLSFINANCE-EQ,VLSFINANCE,,-1,1,,NSE,1
3724,VSTIND-EQ,VSTIND,,-1,1,,NSE,5
383,BEL-EQ,BEL,,-1,1,,NSE,5
3857,VARROC-EQ,VARROC,,-1,1,,NSE,5
40,AEGISLOG-EQ,AEGISLOG,,-1,1,,NSE,5
395,BEML-EQ,BEML,,-1,1,,NSE,10
4064,CUBEXTUB-EQ,CUBEXTUB,,-1,1,,NSE,1
3912,KHAITANLTD-EQ,KHAITANLTD,,-1,1,,NSE,1
4118,HBSL-BE,HBSL,,-1,1,,NSE,1
438,BHEL-EQ,BHEL,,-1,1,,NSE,5
4394,MIRZAINT-EQ,MIRZAINT,,-1,1,,NSE,1
4522,SIGIND-EQ,SIGIND,,-1,1,,NSE,1
4847,KIMS-EQ,KIMS,,-1,1,,NSE,5
5020,SVPGLOB-EQ,SVPGLOB,,-1,1,,NSE,1
522,ICICIB22-EQ,ICICIB22,,-1,1,,NSE,1
5162,TATVA-EQ,TATVA,,-1,1,,NSE,10
5378,ASAHIINDIA-EQ,ASAHIINDIA,,-1,1,,NSE,5
5501,YUKEN-EQ,YUKEN,,-1,1,,NSE,5
5528,KOTHARIPRO-EQ,KOTHARIPRO,,-1,1,,NSE,1
5578,ACUTAAS-EQ,ACUTAAS,,-1,1,,NSE,10
5732,AXISCETF-EQ,AXISCETF,,-1,1,,NSE,1
5926,INTELLECT-EQ,INTELLECT,,-1,1,,NSE,10
6006,COASTCORP-EQ,COASTCORP,,-1,1,,NSE,1
6068,AIROLAM-EQ,AIROLAM,,-1,1,,NSE,1
6087,DESTINY-SM,DESTINY,,-1,1500,,NSE,5
6141,PANSARI-EQ,PANSARI,,-1,1,,NSE,5
6156,ARTNIRMAN-EQ,ARTNIRMAN,,-1,1,,NSE,1
6249,DKEGL-SM,DKEGL,,-1,1500,,NSE,5
6451,SHUBHLAXMI-SM,SHUBHLAXMI,,-1,1000,,NSE,5
6462,TECH-EQ,TECH,,-1,1,,NSE,1
6489,IRIS-EQ,IRIS,,-1,1,,NSE,5
6592,NIDAN-SM,NIDAN,,-1,1000,,NSE,5
6643,SJS-EQ,SJS,,-1,1,,NSE,10
6711,IVC-EQ,IVC,,-1,1,,NSE,1
6417,KRITI-EQ,KRITI,,-1,1,,NSE,1
6543,GRPLTD-EQ,GRPLTD,,-1,1,,NSE,10
6568,LAXMICOT-EQ,LAXMICOT,,-1,1,,NSE,1
6600,GENUSPAPER-EQ,GENUSPAPER,,-1,1,,NSE,1
6733,JINDALSTEL-EQ,JINDALSTEL,,-1,1,,NSE,10
708,SHRADHA-EQ,SHRADHA,,-1,1,,NSE,1
7227,MAPMYINDIA-EQ,MAPMYINDIA,,-1,1,,NSE,10
739,COROMANDEL-EQ,COROMANDEL,,-1,1,,NSE,10
7406,GLENMARK-EQ,GLENMARK,,-1,1,,NSE,10
7413,MANAKCOAT-EQ,MANAKCOAT,,-1,1,,NSE,1
7425,HECPROJECT-EQ,HECPROJECT,,-1,1,,NSE,1
7456,MIDQ50ADD-EQ,MIDQ50ADD,,-1,1,,NSE,1
7506,WOCKPHARMA-EQ,WOCKPHARMA,,-1,1,,NSE,10
755881,EVIETF-EQ,EVIETF,,-1,1,,NSE,1
757,CRISIL-EQ,CRISIL,,-1,1,,NSE,10
757060,VGINFOTECH-SM,VGINFOTECH,,-1,1000,,NSE,5
757431,MOPSE-EQ,MOPSE,,-1,1,,NSE,1
757478,SCODATUBES-EQ,SCODATUBES,,-1,1,,NSE,1
757545,TRAVELFOOD-EQ,TRAVELFOOD,,-1,1,,NSE,10
757579,AAKAAR-SM,AAKAAR,,-1,1600,,NSE,5
757687,CEDAAR-SM,CEDAAR,,-1,1000,,NSE,5
757772,HDBFS-EQ,HDBFS,,-1,1,,NSE,5
757777,RTL-SM,RTL,,-1,2000,,NSE,5
757794,BRIGHOTEL-EQ,BRIGHOTEL,,-1,1,,NSE,1
757834,RMDRIP-EQ,RMDRIP,,-1,1,,NSE,1
758160,RNPL-ST,RNPL,,-1,1200,,NSE,5
758216,AARADHYA-ST,AARADHYA,,-1,1200,,NSE,5
758220,PARTH-ST,PARTH,,-1,400,,NSE,5
758300,GROWWLOVOL-EQ,GROWWLOVOL,,-1,1,,NSE,1
758444,SAWALIYA-SM,SAWALIYA,,-1,600,,NSE,5
758496,SBILIQETF-EQ,SBILIQETF,,-1,1,,NSE,1
758680,REGAAL-EQ,REGAAL,,-1,1,,NSE,1
758736,CLASSICEIL-SM,CLASSICEIL,,-1,1600,,NSE,5
758858,CPPLUS-EQ,CPPLUS,,-1,1,,NSE,10
758973,VIKRAN-EQ,VIKRAN,,-1,1,,NSE,1
758958,STLNETWORK-EQ,STLNETWORK,,-1,1,,NSE,1
759089,GML-SM,GML,,-1,2000,,NSE,5
759169,MWL-EQ,MWL,,-1,1,,NSE,1
759311,CRAMC-EQ,CRAMC,,-1,1,,NSE,5
759368,FLEXIADD-EQ,FLEXIADD,,-1,1,,NSE,1
759522,GROWWSC250-EQ,GROWWSC250,,-1,1,,NSE,1
7679,MONARCH-EQ,MONARCH,,-1,1,,NSE,5
7852,INOXWIND-EQ,INOXWIND,,-1,1,,NSE,1
805,DCM-EQ,DCM,,-1,1,,NSE,1
7936,AVANTIFEED-EQ,AVANTIFEED,,-1,1,,NSE,5
7942,SILVERIETF-EQ,SILVERIETF,,-1,1,,NSE,1
809,BSHSL-EQ,BSHSL,,-1,1,,NSE,1
8163,SPENCERS-EQ,SPENCERS,,-1,1,,NSE,1
8182,MOMOMENTUM-EQ,MOMOMENTUM,,-1,1,,NSE,1
8212,RICHA-ST,RICHA,,-1,1000,,NSE,5
8585,NLCINDIA-EQ,NLCINDIA,,-1,1,,NSE,5
874,ASTRON-EQ,ASTRON,,-1,1,,NSE,1
9046,AGROPHOS-EQ,AGROPHOS,,-1,1,,NSE,1
9553,PRUDENT-EQ,PRUDENT,,-1,1,,NSE,10
9560,AKSHAR-BE,AKSHAR,,-1,1,,NSE,1
9668,HIKAL-EQ,HIKAL,,-1,1,,NSE,1
9741,PARADEEP-EQ,PARADEEP,,-1,1,,NSE,1
9897,AIRAN-EQ,AIRAN,,-1,1,,NSE,1
6686,DRSDILIP-SM,DRSDILIP,,-1,800,,NSE,5
676,EXIDEIND-EQ,EXIDEIND,,-1,1,,NSE,5
6792,SBC-EQ,SBC,,-1,1,,NSE,1
6843,SMLT-EQ,SMLT,,-1,1,,NSE,1
6994,BSOFT-EQ,BSOFT,,-1,1,,NSE,5
703,DICIND-EQ,DICIND,,-1,1,,NSE,5
7030,ASIANENE-EQ,ASIANENE,,-1,1,,NSE,5
7229,HCLTECH-EQ,HCLTECH,,-1,1,,NSE,10
7361,SETFNIFBK-EQ,SETFNIFBK,,-1,1,,NSE,1
7450,NILASPACES-BE,NILASPACES,,-1,1,,NSE,1
7457,HAVISHA-EQ,HAVISHA,,-1,1,,NSE,1
756925,PRIMO-EQ,PRIMO,,-1,1,,NSE,1
757031,MOINFRA-EQ,MOINFRA,,-1,1,,NSE,1
757167,MONEXT50-EQ,MONEXT50,,-1,1,,NSE,1
757489,NRVANDANA-SM,NRVANDANA,,-1,3000,,NSE,5
757493,NEPTUNE-SM,NEPTUNE,,-1,1000,,NSE,5
757520,BLUSPRING-EQ,BLUSPRING,,-1,1,,NSE,1
757683,PUSHPA-SM,PUSHPA,,-1,1000,,NSE,5
757801,IGCL-EQ,IGCL,,-1,1,,NSE,1
757817,MOMIDMTM-EQ,MOMIDMTM,,-1,1,,NSE,1
757858,TSC-SM,TSC,,-1,2000,,NSE,5
757862,EBGNG-EQ,EBGNG,,-1,1,,NSE,5
758595,INTERNET-EQ,INTERNET,,-1,1,,NSE,1
758900,OPTIVALUE-SM,OPTIVALUE,,-1,1600,,NSE,5
758969,AHCL-BE,AHCL,,-1,1,,NSE,1
759084,URBANCO-EQ,URBANCO,,-1,1,,NSE,1
759239,FINKURVE-EQ,FINKURVE,,-1,1,,NSE,1
759407,SHEEL-SM,SHEEL,,-1,2000,,NSE,5
759420,BAGDIGITAL-SM,BAGDIGITAL,,-1,1600,,NSE,5
759439,PATELRMART-EQ,PATELRMART,,-1,1,,NSE,1
759466,ELIQUID-EQ,ELIQUID,,-1,1,,NSE,1
759605,LENSKART-EQ,LENSKART,,-1,1,,NSE,5
759945,MGSL-SM,MGSL,,-1,1200,,NSE,5
759961,ECOLINE-SM,ECOLINE,,-1,1000,,NSE,5
7610,VIVO-SM,VIVO,,-1,1600,,NSE,5
778,KEEPLEARN-EQ,KEEPLEARN,,-1,1,,NSE,1
7800,TIMESCAN-SM,TIMESCAN,,-1,2000,,NSE,5
7844,AUTOIETF-EQ,AUTOIETF,,-1,1,,NSE,1
7848,BIL-EQ,BIL,,-1,1,,NSE,5
811,DCMSHRIRAM-EQ,DCMSHRIRAM,,-1,1,,NSE,10
8444,JAYBARMARU-BE,JAYBARMARU,,-1,1,,NSE,1
8479,TVSMOTOR-EQ,TVSMOTOR,,-1,1,,NSE,10
8552,BLUECOAST-BE,BLUECOAST,,-1,1,,NSE,1
8591,AKSHOPTFBR-EQ,AKSHOPTFBR,,-1,1,,NSE,1
8657,DIL-EQ,DIL,,-1,1,,NSE,1
8866,CHOICEIN-EQ,CHOICEIN,,-1,1,,NSE,5
8962,HARDWYN-EQ,HARDWYN,,-1,1,,NSE,1
8998,UMIYA-MRO-EQ,UMIYA-MRO,,-1,1,,NSE,1
9049,ROTO-EQ,ROTO,,-1,1,,NSE,1
9087,PIXTRANS-EQ,PIXTRANS,,-1,1,,NSE,10
9117,TIPSMUSIC-EQ,TIPSMUSIC,,-1,1,,NSE,5
9158,BALAJITELE-EQ,BALAJITELE,,-1,1,,NSE,1
928,ELECTCAST-EQ,ELECTCAST,,-1,1,,NSE,1
9288,KRITIKA-EQ,KRITIKA,,-1,1,,NSE,1
9328,SILINV-BE,SILINV,,-1,1,,NSE,5
9309,STLTECH-EQ,STLTECH,,-1,1,,NSE,1
9348,IOB-EQ,IOB,,-1,1,,NSE,1
9384,CREATIVEYE-EQ,CREATIVEYE,,-1,1,,NSE,1
9422,SILVERTUC-EQ,SILVERTUC,,-1,1,,NSE,5
9576,MAHESHWARI-EQ,MAHESHWARI,,-1,1,,NSE,1
9617,SPLPETRO-EQ,SPLPETRO,,-1,1,,NSE,5
9854,RILINFRA-SM,RILINFRA,,-1,100,,NSE,5
6713,MOLDTKPAC-EQ,MOLDTKPAC,,-1,1,,NSE,5
685,CHOLAFIN-EQ,CHOLAFIN,,-1,1,,NSE,10
6943,TARSONS-EQ,TARSONS,,-1,1,,NSE,5
6944,GANECOS-EQ,GANECOS,,-1,1,,NSE,10
6973,DMCC-EQ,DMCC,,-1,1,,NSE,5
714,SHALBY-EQ,SHALBY,,-1,1,,NSE,1
7145,ANANDRATHI-EQ,ANANDRATHI,,-1,1,,NSE,10
7169,MICEL-EQ,MICEL,,-1,1,,NSE,1
7200,SHRIRAMPPS-EQ,SHRIRAMPPS,,-1,1,,NSE,1
7211,JETFREIGHT-EQ,JETFREIGHT,,-1,1,,NSE,1
7218,SBIETFQLTY-EQ,SBIETFQLTY,,-1,1,,NSE,1
7366,TRIGYN-BE,TRIGYN,,-1,1,,NSE,1
7463,MANAKSTEEL-EQ,MANAKSTEEL,,-1,1,,NSE,1
7553,NRBBEARING-EQ,NRBBEARING,,-1,1,,NSE,5
757096,AONENIFTY-EQ,AONENIFTY,,-1,1,,NSE,1
757142,EQUAL50-EQ,EQUAL50,,-1,1,,NSE,1
757590,MAYASHEEL-ST,MAYASHEEL,,-1,3000,,NSE,5
757669,MOALPHA50-EQ,MOALPHA50,,-1,1,,NSE,1
757704,SAVY-SM,SAVY,,-1,1200,,NSE,5
757814,GROWWNET-EQ,GROWWNET,,-1,1,,NSE,1
757938,BELLACASA-EQ,BELLACASA,,-1,1,,NSE,5
757953,EUROBOND-EQ,EUROBOND,,-1,1,,NSE,1
757989,CHEMBONDCH-EQ,CHEMBONDCH,,-1,1,,NSE,1
758115,JSLL-EQ,JSLL,,-1,1,,NSE,5
758182,BLUEWATER-SM,BLUEWATER,,-1,1000,,NSE,5
758430,AMCL-ST,AMCL,,-1,800,,NSE,5
758448,ALLTIME-EQ,ALLTIME,,-1,1,,NSE,5
758572,GLOBECIVIL-EQ,GLOBECIVIL,,-1,1,,NSE,1
758667,MANUFGBEES-EQ,MANUFGBEES,,-1,1,,NSE,1
758705,LTGILTCASE-EQ,LTGILTCASE,,-1,1,,NSE,1
758748,MEIL-EQ,MEIL,,-1,1,,NSE,5
759093,SHRINGARMS-EQ,SHRINGARMS,,-1,1,,NSE,1
759205,JKIPL-EQ,JKIPL,,-1,1,,NSE,1
759402,ADVANCE-EQ,ADVANCE,,-1,1,,NSE,1
759458,GROWWNXT50-EQ,GROWWNXT50,,-1,1,,NSE,1
759461,GEMAROMA-EQ,GEMAROMA,,-1,1,,NSE,1
759553,PIRAMALFIN-BE,PIRAMALFIN,,-1,1,,NSE,10
759771,ADVENTHTL-BE,ADVENTHTL,,-1,1,,NSE,5
759797,EUROPRATIK-EQ,EUROPRATIK,,-1,1,,NSE,5
